364	206
365	382
366	219
367	419
368	43
369	450
370	76
371	193
372	56
373	74
374	435
375	75
376	441
377	17
378	496
379	278
380	273
381	374
382	308
383	317
384	440
385	333
386	339
387	360
388	494
389	155
390	407
391	403
392	204
393	70
394	383
395	487
396	384
397	25
398	393
399	179
400	158
401	410
402	28
403	261
404	298
405	175
406	220
407	396
408	136
409	230
410	434
411	104
412	229
413	85
414	268
415	224
416	284
417	160
418	113
419	498
420	373
421	10
422	475
423	119
424	226
425	185
426	468
427	363
428	299
429	79
430	265
431	353
432	292
433	26
434	23
435	337
436	361
437	112
438	155
439	100
440	139
441	152
442	322
443	18
444	248
445	364
446	261
447	246
448	405
449	198
450	206
451	454
452	32
453	413
454	473
455	30
456	49
457	495
458	71
459	331
460	73
461	497
462	127
463	208
464	354
465	256
466	252
467	142
468	390
469	244
470	314
471	248
472	21
473	274
474	294
475	220
476	330
477	145
478	223
479	117
480	404
481	59
482	61
483	360
484	296
485	153
486	31
487	1
488	13
489	83
490	35
491	275
492	364
493	228
494	28
495	169
496	292
497	189
498	105
499	62
500	235
501	114
502	135
503	380
504	27
505	231
506	20
507	140
508	162
509	263
510	64
511	56
512	208
513	430
514	355
515	341
516	39
517	15
518	490
519	321
520	282
521	325
522	209
523	381
524	452
525	2
526	383
527	187
528	401
529	61
530	101
531	456
532	130
533	276
534	36
535	262
536	432
537	16
538	488
539	434
540	359
541	203
542	435
543	186
544	212
545	150
546	398
547	14
548	455
549	121
550	287
551	380
552	45
553	448
554	146
555	238
556	307
557	263
558	20
559	169
560	378
561	402
562	472
563	494
564	92
565	6
566	86
567	372
568	103
569	191
570	401
571	187
572	301
573	293
574	270
575	224
576	72
577	421
578	55
579	240
580	115
581	49
582	135
583	239
584	79
585	463
586	32
587	317
588	154
589	405
590	145
591	280
592	305
593	458
594	262
595	302
596	105
597	377
598	281
599	333
600	143
601	163
602	277
603	1
604	219
605	350
606	316
607	481
608	52
609	381
610	47
611	171
612	254
613	106
614	221
615	359
616	117
617	25
618	82
619	205
620	188
621	301
622	115
623	318
624	452
625	47
626	172
627	489
628	221
629	138
630	89
631	441
632	4
633	227
634	423
635	238
636	442
637	128
638	458
639	466
640	188
641	332
642	66
643	370
644	417
645	462
646	264
647	433
648	165
649	281
650	190
651	166
652	324
653	305
654	180
655	367
656	415
657	110
658	142
659	111
660	5
661	99
662	420
663	358
664	394
665	131
666	287
667	418
668	150
669	147
670	194
671	495
672	361
673	436
674	138
675	334
676	216
677	156
678	386
679	420
680	40
681	367
682	76
683	228
684	439
685	379
686	480
687	171
688	62
689	242
690	378
691	484
692	222
693	471
694	368
695	427
696	45
697	455
698	168
699	189
700	460
701	133
702	448
703	334
704	345
705	84
706	267
707	424
708	191
709	336
710	4
711	289
712	40
713	293
714	491
715	277
716	271
717	459
718	249
719	408
720	394
721	201
722	148
723	483
724	77
725	119
726	282
727	339
728	46
729	55
730	388
731	457
732	64
733	399
734	111
735	428
736	237
737	167
738	311
739	384
740	151
741	153
742	402
743	214
744	27
745	447
746	167
747	92
748	483
749	336
750	112
751	422
752	87
753	355
754	447
755	474
756	118
757	446
758	118
759	72
760	385
761	436
762	397
763	375
764	399
765	147
766	286
767	496
768	439
769	392
770	491
771	391
772	283
773	243
774	107
775	433
776	81
777	456
778	323
779	344
780	46
781	289
782	445
783	197
784	159
785	94
786	39
787	180
788	116
789	94
790	163
791	240
792	377
793	33
794	243
795	395
796	356
797	252
798	196
799	201
800	312
801	198
802	332
803	166
804	468
805	465
806	481
807	459
808	225
809	454
810	195
811	196
812	357
813	14
814	234
815	389
816	223
817	22
818	157
819	304
820	315
821	21
822	125
823	130
824	412
825	101
826	246
827	477
828	285
829	337
830	391
831	310
832	124
833	438
834	386
835	340
836	358
837	276
838	471
839	267
840	237
841	65
842	53
843	225
844	406
845	85
846	17
847	288
848	148
849	430
850	328
851	344
852	319
853	120
854	247
855	211
856	285
857	19
858	96
859	417
860	368
861	425
862	461
863	215
864	400
865	413
866	126
867	71
868	211
869	406
870	215
871	170
872	422
873	260
874	385
875	96
876	352
877	13
878	212
879	154
880	7
881	395
882	351
883	178
884	10
885	356
886	485
887	186
888	288
889	485
890	89
891	375
892	109
893	203
894	326
895	44
896	222
897	467
898	159
899	218
900	232
901	90
902	102
903	499
904	478
905	443
906	271
907	29
908	140
909	102
910	461
911	141
912	95
913	213
914	376
915	90
916	370
917	26
918	172
919	500
920	474
921	9
922	48
923	324
924	178
925	400
926	291
927	264
928	362
929	108
930	345
931	309
932	492
933	309
934	460
935	245
936	95
937	109
938	327
939	9
940	427
941	124
942	499
943	218
944	465
945	37
946	349
947	99
948	328
949	241
950	346
951	453
952	19
953	200
954	266
955	161
956	266
957	326
958	298
959	129
960	349
961	478
962	443
963	157
964	348
965	299
966	294
967	170
968	283
969	327
970	38
971	241
972	469
973	316
974	270
975	38
976	492
977	307
978	500
979	352
980	269
981	87
982	200
983	125
984	369
985	312
986	409
987	418
988	369
989	426
990	177
991	260
992	269
993	11
994	320
995	29
996	415
997	310
998	177
999	11
1000	426
